ردیف,priority,سال,بخش,ماده,بخش (ماده),موضوع,بند,خلاصه,شرح
303,1,1375,سیزدهم,41,سیزدهم (41),بیماریهای چشم و عوارض بینایی,37,تومورهای خوش خیم,"تومورهای خوش خیم به هر صورت، خدمات غیررزمی (در صورت ایجاد عارضه طبق بند مربوطه رفتار شود.)"
304,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,1,کری کامل یک گوش,"کری کامل یک گوش، معاف دائم"
305,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,2,کاهش شنوایی یک طرفه,"کاهش شنوایی یک طرفه به طوری که معدل آن در فرکانس های چهارگانه (512- 1024 -2048- 4096) بیش از 80 دسی بل باشد، معاف دائم"
306,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,3,کاهش شنوایی یک طرفه,"کاهش شنوایی یک طرفه اگر در فرکانسهای چهارگانه بین 50 تا 80 دسی بل باشد، خدمات غیررزمی"
307,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,4,کاهش شنوایی دو طرفه,"کاهش شنوایی هر دو گوش به طوری که معدل کاهش شنوایی در فرکانسهای چهارگانه در هر یک از گوشها بیش از 50 دسی بل باشد، معاف دائم"
308,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,5,کاهش شنوایی دو طرفه,"کاهش شنوایی هر دو گوش اگر در فرکانس 4096 تا 70 دسی بل پایین آمده باشد در صورتی که در فرکانسهای دیگر(512 - 1024 - 2048) بیش از 30 دسی بل باشد، معاف دائم"
309,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,6,کاهش شنوایی دو طرفه,"کاهش شنوایی هر دو گوش در فرکانس های چهارگانه بین 30 تا 50 دسی بل، خدمات غیررزمی"
310,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,7,کری و لالی,"کری و لالی، معاف دائم"
311,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,8,فقدان لاله گوش,"فقدان کامل مادرزادی یا اکتسابی لاله گوش یک طرفه یا دو طرفه، معاف دائم"
312,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,9,بیماری مجرای گوش,"آترزی یا انسداد مجرای گوش خارجی در تمام طول مجرا یا قسمتی از آن، معاف دائم"
313,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,10,عفونت مزمن گوش میانی,"عفونت مزمن گوش میانی که سبب ایجاد بیورژن یا پولیپ یا ضایعه در ناحیه شراپنل و یا اسنیتت و کولستیاتوم نماید یک طرفه یا دو طرفه، معاف دائم"
314,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,11,رادیکال ماستوئید کتومی,"عمل جراحی رادیکال ماستوئیدکتومی:
الف) یک گوش با ترشح چرکی، معاف دائم
ب) بدون ترشح ضایعات باقیمانده، خدمات غیررزمی"
315,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,12,عفونت مزمن گوش میانی ,"عفونت مزمن گوش میانی با ترشح چرکی و پارکی پرده تمپان در صورتی که از نظر رادیولوژی تراکم استخوانی یا اسکلروز ناشی از عکس العمل عفونت موجود باشد:
الف) در موارد دو طرفه، معاف دائم
ب) یک طرفه، خدمات غیررزمی"
316,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,13,فلج عصب صوتی,"فلج عصب صوتی در اثر التهابات قدیمی گوش یا شکستگی استخوان روشه یا به علت عمل جراحی گوش، معاف دائم"
317,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,14,لابیرنتیت,"انواع لابیرنتیت ها، معاف دائم"
318,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,15,سرگیجه و سندرم منیر,"سرگیجه و سندرم منیر در صورتی که با آزمایشات پاراکلینیک در بیمارستانهای نیروهای مسلح تایید شود، معاف دائم"
319,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,16,بد شکلی یا کراهت منظر,"عوارض مادرزادی یا عفونی و یا ضربه های در بینی و کام و لب و حلق که تولید اختلالات واضح تنفسی، صوتی، گوارشی نموده باشد و یا کراهت منظر ایجاد کرده باشد در صورتی که قابل درمان نباشد، معاف دائم"
320,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,17,رینیت آتروفیک,"رینیت آتروفیک همراه با کروت متعفن، معاف دائم"
321,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,18,بیماری های نازوفارنگس,"فیبروم نازوفارنگس و تومورهای خوش خیم پیشرونده و یا عمل شده که اختلالات شدید عملی و یا خونریزیهای مکرر ایجاد نماید، معاف دائم"
322,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,19,پان سینوزیت ,"سینوزیتهای توأم (پان سینوزیت) مزمن و یاسینوزیتهای عمل شده که عود کرده باشد:
الف) در صورتی که دو طرفه باشد، معاف دائم
ب) در مورد یک طرفه، خدمات غیررزمی"
323,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,20,پولیپوز بینی,"پولیپوز بینی به علت عفونت یا آلرژی همراه و یا بدون سینوزیت:
الف) در صورتی که دو طرفه باشد، معاف دائم
ب) و در صورت یک طرفه، خدمات غیررزمی"
324,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,21,تومورهای میکسد غده بنا گوشی,"تومورهای میکسد غده بنا گوشی و یا تحت فکی عمل شده یا عمل نشده، معاف دائم"
325,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,22,لارنژیتهای مزمن,"لارنژیتهای مزمن که تولید اختلالات شدید و دایمی صوتی یا تنفسی نماید، معاف دائم"
326,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,23,سایر بیماری های حنجره,"بیماریهای مادرزادی، عفونی، ضربه ای و یا تومورهای حنجره که تولید اختلالات شدید و دایمی نماید و با عمل جراحی و یا سایر تدابیر درمانی قابل درمان نباشد، معاف دائم"
327,1,1375,چهاردهم,42,جهاردهم (42),بیماری های گوش و حلق و بینی,24,"تومورهای کلوموس ژوگولر، آنژیوم های وسیع","تومورهای کلوموس ژوگولر، آنژیوم های وسیع در نقاط مختلف گوش و حلق و بینی، حفره و فضای دهان، زبان، فکین، سینوس های صورت و منضمات اعضای فوق، معاف دائم"
328,1,1375,پانزدهم,43,پانزدهم (43),بیماری های قلب و عروق,1,عوارض عضوی دریچه ای قلب,"کلیه عوارض عضوی دریچه ای قلب عمل شده و عمل نشده به شرط ثبوت در بیمارستانهای نیروهای مسلح، معاف دائم
تبصره- پرولاپس دریچه ای که منجر به نارسایی نشده باشد، خدمات غیررزمی"
329,1,1375,پانزدهم,43,پانزدهم (43),بیماری های قلب و عروق,2,بیماری مادرزادی قلب,"وجود هرگونه بیماری مادرزادی قلب اعم از عمل شده و نشده، معاف دائم
تبصره- دکسترو کاردی و سیتوس انورتوس اگر با آنومالیهای دیگر همراه نبوده و عارضه ای نداشته باشد منع خدمتی ندارد."
330,1,1375,پانزدهم,43,پانزدهم (43),بیماری های قلب و عروق,3,بیماری کرونر,"هر نوع نارسایی و بیماری کرونر در هر درجه و حالتی که باشد مشروط بر آن که الکترو کاردیوگرافی آن را تایید نماید، معاف دائم"
331,1,1375,پانزدهم,43,پانزدهم (43),بیماری های قلب و عروق,4,نارسایی مزمن قلب,"نارسایی مزمن قلب، معاف دائم"
332,1,1375,پانزدهم,43,پانزدهم (43),بیماری های قلب و عروق,5,"پریکارد، آندوکارد، میوکارد","هر نوع بیماری مزمن پریکارد، آندوکارد، میوکارد اعم از انفلاماتور، تومرال مادرزادی، معاف دائم"
333,1,1375,پانزدهم,43,پانزدهم (43),بیماری های قلب و عروق,6,بیماری های آئورت و سرخ رگ های بزرگ,"بیماریهای مادرزادی و یا اکتسابی، تومرال و انفلاماتوار آئورت و سرخ رگ های بزرگ مانند کوارکتاسیون آنوریسمها آنژیومها و اتساع سرخ رگ های ریوی کانال آرتریل باز تنگی شریان ریوی اصلی فیستولهای شریانی وریدی در هر مورد، معاف دائم"
334,1,1375,پانزدهم,43,پانزدهم (43),بیماری های قلب و عروق,7,ازدیاد فشار خون شریانی,"ازدیاد فشار خون شریانی در صورتی که فشار خون باز سیستولیک از 160 میلیمتر جیوه و یا دیاستولیک از 100 میلیمتر جیوه بالاتر باشد (مقصود از فشار خون باز آن است که لااقل بیمار 72 ساعت در بیمارستان بستری و فشار خون در ساعات مختلف شب و روز ثبت گردد)، معاف دائم"
335,1,1375,پانزدهم,43,پانزدهم (43),بیماری های قلب و عروق,8,ترومبوفیلبیت ها,"ترومبوفیلبیت ها:
الف) چنانچه عود کننده باشد، معاف دائم
ب) در موارد محدود، خدمات غیررزمی"
